ID,Usia,Status,Kelamin,Memiliki_Mobil,Penghasilan,Beli_Mobil,Kluster_Beli_Mobil
632,44.0,0,1,2.0,222.0,1,0
633,51.0,3,1,0.0,382.0,1,0
634,36.0,3,0,0.0,209.0,0,1
635,53.0,3,1,2.0,400.0,1,0
636,49.0,1,0,0.0,371.0,1,0
637,56.0,3,1,1.0,324.0,1,0
638,41.0,3,0,0.0,200.0,0,1
639,39.0,3,1,2.0,221.0,1,0
640,59.0,2,0,0.0,243.0,1,0
641,65.0,3,1,0.0,229.0,1,0
642,47.0,0,0,0.0,132.0,0,1
643,44.0,0,1,1.0,426.0,1,0
644,37.0,0,1,1.0,383.0,1,0
645,46.0,2,1,1.0,354.0,1,0
646,50.0,1,1,0.0,312.0,1,0
647,45.0,2,0,1.0,285.0,1,0
648,44.0,2,1,1.0,171.0,0,1
649,55.0,3,0,2.0,176.0,0,1
650,52.0,1,1,2.0,237.0,1,0
651,32.0,2,0,0.0,444.0,1,0
652,45.0,0,1,2.0,385.0,1,0
653,34.0,0,1,2.0,329.0,1,0
654,41.0,2,1,1.0,223.0,1,0
655,32.0,0,1,2.0,176.0,0,1
656,62.0,2,0,1.0,367.0,1,0
657,34.0,0,0,1.0,240.0,1,0
658,65.0,1,0,0.0,300.0,1,0
659,27.0,1,0,2.0,148.0,0,1
660,58.0,1,0,0.0,324.0,1,0
661,46.0,3,0,1.0,268.0,1,0
662,65.0,1,1,2.0,296.0,1,0
663,33.0,0,1,1.0,223.0,1,0
664,37.0,1,0,1.0,294.0,1,0
665,38.0,3,1,0.0,402.0,1,0
666,26.0,0,1,2.0,305.0,1,0
667,65.0,0,0,2.0,205.0,0,1
668,55.0,1,0,2.0,199.0,0,1
669,39.0,0,1,0.0,163.0,0,1
670,62.0,0,0,1.0,307.0,1,0
671,39.0,1,0,0.0,404.0,1,0
672,49.0,1,0,0.0,325.0,1,0
673,55.0,2,0,0.0,353.0,1,0
674,38.0,0,0,1.0,395.0,1,0
675,58.0,1,1,0.0,308.0,1,0
676,24.0,2,0,1.0,434.0,1,0
677,39.0,2,0,2.0,347.0,1,0
678,34.0,2,0,2.0,175.0,0,1
679,45.0,1,1,1.0,382.0,1,0
680,55.0,2,1,0.0,182.0,0,1
681,65.0,0,0,1.0,344.0,1,0
682,35.0,2,1,2.0,285.0,1,0
683,27.0,2,0,0.0,226.0,1,0
684,58.0,0,0,1.0,387.0,1,0
685,44.0,0,1,2.0,176.0,0,1
686,59.0,1,0,1.0,172.0,0,1
687,44.0,2,0,0.0,216.0,0,1
688,36.0,2,1,1.0,306.0,1,0
689,65.0,1,0,0.0,152.0,0,1
690,51.0,3,0,2.0,330.0,1,0
691,41.0,3,1,1.0,269.0,1,0
692,53.0,2,1,0.0,264.0,1,0
693,44.0,2,1,1.0,236.0,1,0
694,57.0,2,0,1.0,368.0,1,0
695,39.0,3,0,1.0,273.0,1,0
696,25.0,1,0,2.0,356.0,1,0
697,62.0,0,1,1.0,153.0,0,1
698,42.0,3,1,1.0,429.0,1,0
699,32.0,3,1,2.0,160.0,0,1
700,50.0,3,1,1.0,350.0,1,0
701,34.0,3,1,0.0,306.0,1,0
702,37.0,3,0,2.0,407.0,1,0
703,51.0,2,0,1.0,214.0,0,1
704,24.0,1,1,0.0,134.0,0,1
705,51.0,2,0,2.0,213.0,0,1
706,44.0,1,0,0.0,317.0,1,0
707,31.0,3,1,0.0,154.0,0,1
708,64.0,0,0,2.0,190.0,0,1
709,26.0,3,1,0.0,204.0,0,1
710,39.0,2,0,1.0,422.0,1,0
711,49.0,0,1,0.0,294.0,1,0
712,63.0,2,0,1.0,211.0,0,1
713,59.0,0,1,0.0,414.0,1,0
714,57.0,3,0,2.0,215.0,0,1
715,38.0,0,1,1.0,290.0,1,0
716,52.0,0,1,0.0,194.0,0,1
717,62.0,3,1,2.0,221.0,1,0
718,29.0,0,1,2.0,197.0,0,1
719,57.0,0,1,2.0,366.0,1,0
720,54.0,0,0,0.0,364.0,1,0
721,61.0,0,1,2.0,303.0,1,0
722,36.0,0,0,0.0,418.0,1,0
723,30.0,1,0,1.0,403.0,1,0
724,47.0,0,1,2.0,172.0,0,1
725,40.0,0,0,2.0,326.0,1,0
726,64.0,2,0,1.0,440.0,1,0
727,62.0,1,1,0.0,357.0,1,0
728,45.0,2,1,1.0,270.09,0,1
729,43.0,3,0,0.0,160.0,0,1
730,61.0,3,0,0.0,378.0,1,0
731,57.0,2,1,2.0,219.0,0,1
732,44.0,2,1,2.0,178.0,0,1
733,43.0,1,1,1.0,377.0,1,0
734,41.0,2,1,0.0,174.0,0,1
735,35.0,3,0,2.0,444.0,1,0
736,57.0,0,0,0.0,151.0,0,1
737,25.0,0,0,1.0,413.0,1,0
738,31.0,3,1,1.0,427.0,1,0
739,43.0,0,0,0.0,450.0,1,0
740,50.0,3,0,2.0,229.0,1,0
741,55.0,0,0,0.0,140.0,0,1
742,49.0,1,1,0.0,314.0,1,0
743,60.0,1,1,1.0,191.0,0,1
744,25.0,2,0,0.0,169.0,0,1
745,28.0,2,0,2.0,160.0,0,1
746,41.0,0,0,0.0,303.0,1,0
747,37.0,1,0,0.0,418.0,1,0
748,50.0,3,0,0.0,347.0,1,0
749,52.0,3,1,1.0,230.0,1,0
750,34.0,3,1,1.0,163.0,0,1
751,32.0,1,1,2.0,373.0,1,0
752,51.0,0,0,2.0,251.0,1,0
753,46.0,1,1,1.0,355.0,1,0
754,42.0,2,1,0.0,404.0,1,0
755,38.0,0,1,1.0,159.0,0,1
756,40.0,2,0,2.0,353.0,1,0
757,55.0,1,0,0.0,423.0,1,0
758,43.0,1,0,1.0,151.0,0,1
759,55.0,2,0,2.0,397.0,1,0
760,43.0,1,0,0.0,400.0,1,0
761,61.0,1,1,0.0,186.0,0,1
762,59.0,0,0,0.0,190.0,0,1
763,53.0,3,1,2.0,286.0,1,0
764,45.0,3,0,0.0,151.0,0,1
765,63.0,0,1,2.0,341.0,1,0
766,43.0,3,0,0.0,384.0,1,0
767,32.0,3,1,1.0,293.0,1,0
768,35.0,2,1,1.0,357.0,1,0
769,60.0,2,1,1.0,414.0,1,0
770,64.0,0,1,2.0,206.0,0,1
771,24.0,1,1,2.0,181.0,0,1
772,54.0,0,1,0.0,188.0,0,1
773,31.0,0,1,1.0,379.0,1,0
774,28.0,1,1,2.0,291.0,1,0
775,40.0,1,1,2.0,348.0,1,0
776,43.0,1,0,0.0,418.0,1,0
777,30.0,3,0,0.0,380.0,1,0
778,57.0,0,0,2.0,391.0,1,0
779,38.0,2,1,0.0,310.0,1,0
780,42.0,1,0,0.0,402.0,1,0
781,60.0,2,1,2.0,299.0,1,0
782,26.0,1,0,2.0,301.0,1,0
783,63.0,1,1,2.0,402.0,1,0
784,50.0,2,1,1.0,250.0,1,0
785,57.0,0,0,1.0,150.0,0,1
786,64.0,2,0,2.0,408.0,1,0
787,41.0,0,0,1.0,436.0,1,0
788,30.0,2,0,0.0,417.0,1,0
789,38.0,0,1,0.0,254.0,1,0
790,52.0,0,0,1.0,421.0,1,0
791,41.0,1,1,0.0,317.0,1,0
792,57.0,0,1,0.0,340.0,1,0
793,55.0,0,1,1.0,380.0,1,0
794,55.0,0,0,1.0,173.0,0,1
795,36.0,1,0,2.0,336.0,1,0
796,37.0,0,1,0.0,193.0,0,1
797,36.0,3,0,0.0,133.0,0,1
798,31.0,2,1,0.0,213.0,0,1
799,51.0,1,1,0.0,288.0,1,0
800,62.0,0,0,0.0,430.0,1,0
801,52.0,0,0,1.0,369.0,1,0
802,32.0,1,0,2.0,184.0,0,1
803,49.0,3,1,0.0,241.0,1,0
804,51.0,1,0,0.0,299.0,1,0
805,26.0,2,0,2.0,374.0,1,0
806,27.0,3,1,0.0,382.0,1,0
807,41.0,1,0,0.0,259.0,1,0
808,38.0,0,1,1.0,335.0,1,0
809,35.0,2,0,1.0,282.0,1,0
810,61.0,0,0,1.0,285.0,1,0
811,63.0,3,1,1.0,425.0,1,0
812,31.0,1,1,1.0,324.0,1,0
813,40.0,3,1,0.0,426.0,1,0
814,61.0,3,1,0.0,443.0,1,0
815,53.0,2,0,1.0,236.0,1,0
816,37.0,2,0,0.0,362.0,1,0
817,55.0,0,0,0.0,349.0,1,0
818,46.0,0,1,2.0,447.0,1,0
819,48.0,0,0,2.0,447.0,1,0
820,26.0,0,1,2.0,306.0,1,0
821,34.0,1,0,2.0,233.0,1,0
822,35.0,1,0,0.0,254.0,1,0
823,55.0,1,0,2.0,203.0,0,1
824,25.0,0,0,0.0,369.0,1,0
825,63.0,2,0,0.0,199.0,0,1
826,49.0,2,0,1.0,437.0,1,0
827,34.0,1,0,2.0,418.0,1,0
828,65.0,1,1,1.0,257.0,1,0
829,57.0,3,0,0.0,162.0,0,1
830,41.0,3,1,2.0,422.0,1,0
831,44.0,1,0,1.0,351.0,1,0
832,55.0,3,0,1.0,274.0,1,0
833,26.0,3,1,0.0,178.0,0,1
834,25.0,3,1,2.0,429.0,1,0
835,55.0,1,1,2.0,296.0,1,0
836,47.0,0,0,2.0,301.0,1,0
837,28.0,1,0,2.0,449.0,1,0
838,37.0,0,0,1.0,369.0,1,0
839,37.0,3,0,2.0,346.0,1,0
840,27.0,0,0,1.0,279.0,1,0
841,37.0,3,0,2.0,392.0,1,0
842,38.0,3,1,1.0,193.0,0,1
843,53.0,2,0,0.0,353.0,1,0
844,34.0,3,0,1.0,312.0,1,0
845,32.0,1,0,1.0,249.0,1,0
846,60.0,1,1,1.0,255.0,1,0
847,25.0,0,0,1.0,248.0,1,0
848,30.0,1,1,2.0,354.0,1,0
849,50.0,3,0,2.0,154.0,0,1
850,49.0,0,1,0.0,261.0,1,0
851,30.0,3,1,1.0,215.0,0,1
852,45.0,0,0,0.0,187.0,0,1
853,48.0,1,1,0.0,314.0,1,0
854,58.0,3,1,1.0,388.0,1,0
855,62.0,1,0,1.0,246.0,1,0
856,55.0,2,0,0.0,399.0,1,0
857,52.0,1,1,0.0,321.0,1,0
858,35.0,0,0,1.0,337.0,1,0
859,63.0,3,1,2.0,404.0,1,0
860,26.0,1,1,0.0,347.0,1,0
861,48.0,2,1,2.0,309.0,1,0
862,43.0,0,0,2.0,348.0,1,0
863,36.0,2,0,1.0,319.0,1,0
864,60.0,2,1,1.0,394.0,1,0
865,43.0,3,0,1.0,146.0,0,1
866,30.0,2,1,0.0,213.0,0,1
867,48.0,3,1,2.0,180.0,0,1
868,32.0,0,1,1.0,229.0,1,0
869,45.0,0,0,0.0,206.0,0,1
870,51.0,3,0,1.0,194.0,0,1
871,39.0,2,0,0.0,394.0,1,0
872,54.0,0,1,2.0,185.0,0,1
873,65.0,2,0,2.0,214.0,0,1
874,40.0,1,1,1.0,418.0,1,0
875,29.0,3,0,0.0,427.0,1,0
876,43.0,1,0,0.0,206.0,0,1
877,40.0,0,1,2.0,153.0,0,1
878,24.0,1,1,1.0,434.0,1,0
879,54.0,3,1,0.0,389.0,1,0
880,56.0,2,0,1.0,162.0,0,1
881,51.0,3,1,0.0,258.0,1,0
882,35.0,0,0,0.0,204.0,0,1
883,36.0,2,1,0.0,315.0,1,0
884,26.0,1,0,0.0,146.0,0,1
885,57.0,0,1,1.0,225.0,1,0
886,62.0,2,1,2.0,166.0,0,1
887,62.0,2,1,2.0,348.0,1,0
888,36.0,3,0,1.0,247.0,1,0
889,40.0,3,1,2.0,144.0,0,1
890,34.0,0,0,0.0,233.0,1,0
891,30.0,3,0,0.0,401.0,1,0
892,52.0,1,1,1.0,379.0,1,0
893,51.0,0,1,0.0,390.0,1,0
894,36.0,1,1,2.0,308.0,1,0
895,33.0,2,1,1.0,359.0,1,0
896,61.0,0,1,1.0,435.0,1,0
897,36.0,2,1,2.0,272.0,1,0
898,25.0,0,1,1.0,165.0,0,1
899,60.0,1,0,0.0,329.0,0,1
900,37.0,0,0,1.0,301.0,0,1
901,32.0,0,1,2.0,418.0,1,0
902,36.0,1,1,2.0,445.0,1,0
903,29.0,2,1,2.0,387.0,1,0
904,29.0,0,0,2.0,305.0,0,1
905,56.0,3,0,1.0,337.0,1,0
906,59.0,3,0,0.0,352.0,1,0
907,42.0,3,0,0.0,323.0,1,0
908,51.0,0,1,2.0,358.0,1,0
909,32.0,0,1,0.0,266.0,1,0
910,28.0,0,1,0.0,348.0,1,0
911,61.0,0,0,1.0,346.0,1,0
912,60.0,3,1,1.0,360.0,1,0
913,52.0,1,1,1.0,285.0,1,0
914,42.0,3,0,1.0,258.0,1,0
915,55.0,1,1,2.0,360.0,1,0
916,44.0,3,0,2.0,257.0,1,0
917,25.0,0,0,2.0,221.0,1,0
918,30.0,3,0,1.0,219.0,0,1
919,29.0,2,1,0.0,189.0,0,1
920,53.0,3,0,2.0,302.0,1,0
921,54.0,1,1,1.0,370.0,1,0
922,58.0,3,1,1.0,234.0,1,0
923,62.0,1,1,1.0,430.0,1,0
924,28.0,1,1,1.0,418.0,1,0
925,32.0,0,1,2.0,382.0,1,0
926,59.0,0,0,2.0,140.0,0,1
927,32.0,3,1,0.0,292.0,1,0
928,44.0,3,1,0.0,155.0,0,1
929,64.0,1,1,1.0,420.0,1,0
930,43.0,0,1,2.0,223.0,1,0
931,28.0,3,1,1.0,287.0,1,0
932,31.0,3,1,2.0,335.0,1,0
933,39.0,0,1,0.0,401.0,1,0
934,30.0,2,1,2.0,128.0,0,1
935,29.0,3,0,1.0,354.0,1,0
936,57.0,0,1,1.0,209.0,0,1
937,31.0,0,1,0.0,183.0,0,1
938,44.0,3,0,1.0,330.0,1,0
939,64.0,0,0,0.0,186.0,0,1
940,29.0,2,0,0.0,300.0,1,0
941,36.0,3,1,0.0,404.0,1,0
942,40.0,0,0,0.0,265.0,1,0
943,41.0,3,1,1.0,167.0,0,1
944,35.0,1,1,2.0,176.0,0,1
945,35.0,0,0,2.0,134.0,0,1
946,64.0,1,1,0.0,262.0,1,0
947,32.0,1,0,0.0,272.0,1,0
948,39.0,2,1,1.0,377.0,1,0
949,55.0,3,0,1.0,399.0,1,0
950,37.0,2,1,0.0,346.0,1,0
951,60.0,2,0,0.0,376.0,1,0
952,53.0,2,1,2.0,232.0,1,0
953,49.0,3,1,1.0,225.0,1,0
954,46.0,2,0,1.0,350.0,1,0
955,29.0,3,1,2.0,181.0,0,1
956,63.0,1,1,2.0,419.0,1,0
957,47.0,1,0,0.0,177.0,0,1
958,31.0,2,0,0.0,136.0,0,1
959,46.0,2,0,0.0,285.0,1,0
960,60.0,2,1,1.0,318.0,1,0
961,47.0,3,1,1.0,125.0,0,1
962,25.0,0,1,0.0,127.0,0,1
963,65.0,2,0,0.0,155.0,0,1
964,29.0,3,0,0.0,401.0,1,0
965,32.0,0,1,2.0,140.0,0,1
966,58.0,3,1,2.0,213.0,0,1
967,55.0,1,0,1.0,130.0,0,1
968,33.0,2,0,2.0,145.0,0,1
969,48.0,2,0,0.0,259.0,1,0
970,45.0,3,0,1.0,345.0,1,0
971,51.0,2,0,2.0,134.0,0,1
972,63.0,0,0,2.0,428.0,1,0
973,24.0,3,0,1.0,281.0,1,0
974,61.0,0,1,1.0,330.0,1,0
975,40.0,2,1,2.0,229.0,1,0
976,46.0,1,1,1.0,355.0,1,0
977,34.0,2,0,1.0,330.0,1,0
978,53.0,3,1,0.0,293.0,1,0
979,38.0,2,1,1.0,154.0,0,1
980,63.0,2,1,2.0,400.0,1,0
981,35.0,0,1,0.0,407.0,1,0
982,51.0,2,0,0.0,125.0,0,1
983,51.0,0,1,2.0,446.0,1,0
984,48.0,0,0,1.0,295.0,1,0
985,37.0,1,1,2.0,157.0,0,1
986,45.0,1,0,0.0,162.0,0,1
987,49.0,0,0,2.0,261.0,1,0
988,31.0,3,0,0.0,150.0,0,1
989,51.0,2,0,1.0,228.0,1,0
990,51.0,1,0,2.0,419.0,1,0
991,35.0,1,0,2.0,215.0,0,1
992,52.0,0,0,0.0,252.0,1,0
993,62.0,3,0,0.0,401.0,1,0
994,25.0,2,0,0.0,208.0,0,1
995,47.0,3,0,1.0,135.0,0,1
996,51.0,0,1,2.0,293.0,1,0
997,61.0,1,0,2.0,275.0,1,0
998,45.0,1,0,0.0,406.0,1,0
999,48.0,0,1,2.0,432.0,1,0
1000,40.0,3,1,1.0,380.0,1,0
